State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
38,369072,4555,703,43229,6147948722.0,5,1.0,0.0,0.0,0.0,0.0,1.0,1711058400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369073,4556,703,43229,6145599949.0,3,1.0,1.0,0.0,1.0,1.0,1.0,1712264400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369076,4557,703,43229,6143409600.0,5,1.0,1.0,1.0,1.0,0.0,1.0,1713387600.0,3.399797,76.9,12.1,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,71.8,10.3,100.0,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369077,4558,1797,44122,2169389911.0,3,1.0,1.0,1.0,0.0,0.0,1.0,1713646800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369080,509,1734,45601,7407724100.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1710712800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369081,4559,703,43215,6143966191.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1717189200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369084,4560,703,43232,6147518870.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1720731600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369087,4561,1745,45240,5132755834.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1723150800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369090,4562,1823,43213,6148639600.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1725051600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369091,4563,703,43229,6146016013.0,3,1.0,0.0,0.0,0.0,0.0,1.0,1726434000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369092,4564,1807,43537,4199319930.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1725224400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369097,4565,1603,45662,7403510500.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1726952400.0,2.5,93.7,58.4,73.8,74.6,81.4,67.9,72.2,17.4,24.2,0.0,92.1,1.6,100.0,55.0,84.0,65.48,74.09,62.2,83.73,1.0,3.0,24.0,12.5,4.1,2.79,5.83,1.0,5.0,48.0,10.42,9.47,5.8,14.76,1.0,1.1,145.0
38,369100,4566,703,43231,6144140306.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1730498400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369102,4567,703,43232,6143229210.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1736200800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369106,4568,1746,43230,6149394400.0,3,1.0,1.0,1.0,0.0,0.0,1.0,1718571600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369108,4569,765,43615,4197240167.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1741039200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369111,4570,1737,43701,7408688234.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1738792800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369112,4571,703,43231,6148992500.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1743800400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369113,4572,703,43229,6144064460.0,3,1.0,0.0,0.0,0.0,0.0,1.0,1745701200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369114,4573,765,43623,4192140200.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1752181200.0,3.399797,83.1,0.0,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,100.0,2.8,100.0,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369115,4574,703,43232,6146263311.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1747429200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369118,4575,1794,43068,6146016131.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1754254800.0,3.399797,40.0,28.6,81.635025,83.341354,22.5,82.72554,63.3,14.116367,12.275072,0.0,26.7,0.0,100.0,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369119,4332,1817,45242,5138983375.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1753909200.0,2.5,98.0,80.5,76.1,81.6,78.9,80.8,70.5,15.0,12.2,0.4,97.0,0.7,99.7,1772.0,2281.0,77.69,80.48,78.63,82.22,2.0,34.0,1122.0,3.03,3.77,2.93,4.84,1.0,119.0,1223.0,9.73,10.17,8.6,11.89,1.0,0.99,3444.0
38,369120,4576,703,43232,6143171830.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1750453200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369121,4577,703,43232,6149148330.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1755723600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369123,4578,792,45144,9375491843.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1754082000.0,3.5,97.8,72.2,82.5,80.1,88.2,82.2,81.4,11.9,14.7,0.0,99.5,0.7,100.0,47.0,115.0,40.87,49.5,39.64,59.02,0.0,0.0,23.0,0.0,3.77,2.64,5.51,1.0,13.0,72.0,18.06,12.28,8.1,17.75,1.0,1.12,416.0
38,369124,4579,1745,45240,5137712760.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1759525200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369125,4580,703,43231,6143949105.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1760302800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369126,4581,1792,43125,6145677021.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1758142800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369127,4582,797,45693,9375442055.0,3,1.0,1.0,1.0,0.0,0.0,0.0,1760043600.0,3.0,92.2,70.7,78.7,82.8,82.5,76.2,74.5,12.5,13.2,0.0,98.4,1.2,99.2,120.0,163.0,73.62,81.96,74.57,88.28,1.0,4.0,61.0,6.56,4.1,2.83,5.76,1.0,11.0,104.0,10.58,8.59,6.05,12.94,1.0,1.02,418.0
38,369128,4583,703,43205,6142525224.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1762812000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369129,4584,1782,44691,3308329582.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1764280800.0,3.0,91.8,46.6,82.0,82.9,80.5,81.5,70.3,13.0,12.7,0.8,62.0,0.4,98.3,56.0,81.0,69.14,75.07,65.5,83.36,1.0,0.0,21.0,0.0,3.75,2.58,5.67,1.0,4.0,42.0,9.52,10.34,6.22,17.37,1.0,0.88,208.0
38,369130,4585,703,43232,6145013691.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1762466400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369131,4586,1834,45345,9379071009.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1767218400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,4.0
38,369134,4587,765,43614,4192141111.0,3,1.0,0.0,0.0,0.0,0.0,1.0,1775250000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369135,4588,1462,44103,2163256555.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1758142800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369136,4589,1745,45237,5136792104.0,3,1.0,0.0,0.0,0.0,0.0,1.0,1775768400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369138,4590,703,43229,6144845110.0,3,1.0,1.0,1.0,0.0,0.0,1.0,1771365600.0,1.0,76.9,47.7,0.0,0.0,0.0,22.0,78.873535,14.116367,12.275072,0.0,100.0,1.3,98.7,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369139,4591,703,43229,6145375911.0,3,1.0,1.0,1.0,0.0,0.0,1.0,1774990800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369140,4592,703,43229,6145057825.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1769292000.0,3.399797,72.1,92.7,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,5.2,95.6,0.0,100.0,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369141,4593,703,43224,6148040911.0,3,1.0,1.0,1.0,0.0,0.0,1.0,1773439200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369142,4594,1791,44256,3309522331.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1776891600.0,4.0,96.6,83.3,86.3,92.6,88.7,86.2,90.5,15.9,11.6,0.9,95.9,1.0,100.0,193.0,255.0,75.69,86.71,80.47,92.23,2.0,10.0,160.0,6.25,4.23,3.11,5.89,1.0,19.0,160.0,11.88,9.64,6.83,13.68,1.0,0.95,317.0
38,369143,4595,703,43224,6145328119.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1776891600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369144,4596,1770,44512,3307260700.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1783890000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369145,4597,999,45036,9374702174.0,3,1.0,0.0,0.0,0.0,0.0,1.0,1784149200.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369147,4598,703,43231,6148888979.0,3,1.0,1.0,1.0,0.0,0.0,1.0,1778187600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369148,4599,703,43228,6144291170.0,3,1.0,1.0,0.0,0.0,0.0,1.0,1789074000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369149,4600,703,43220,6146417590.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1787691600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369150,4601,703,43229,6145056722.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1783371600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369151,4602,1817,45242,5137916446.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1792184400.0,4.5,99.8,99.7,98.8,95.0,100.0,91.5,100.0,16.8,12.8,0.1,99.2,2.1,100.0,470.0,633.0,74.25,78.4,75.3,81.56,1.0,3.0,211.0,1.42,3.39,2.36,4.87,1.0,43.0,401.0,10.72,11.09,8.69,14.37,1.0,1.0,824.0
38,369153,4603,1835,44070,4402625952.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1790974800.0,4.5,99.8,89.9,90.6,90.6,98.7,86.3,100.0,16.7,15.0,0.6,99.3,1.7,100.0,1361.0,1960.0,69.44,79.01,76.91,81.05,2.0,41.0,867.0,4.73,3.91,3.04,4.85,1.0,133.0,979.0,13.59,11.07,9.54,12.89,1.0,0.98,3045.0
38,369155,4604,703,43229,6148966509.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1794693600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369157,4605,703,43229,6148154093.0,3,1.0,1.0,0.0,0.0,0.0,1.0,1795125600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369158,4606,1836,43011,6145321896.0,3,1.0,0.0,0.0,0.0,0.0,1.0,1798408800.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
38,369160,4607,703,43231,6142593777.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1802556000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
