State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
47,457999,5445,2200,75050,9722624300,3,Yes,Yes,Yes,Yes,Yes,Yes,1454796000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,458006,5446,976,76380,9408893755,7,Yes,Yes,Yes,Yes,No,Yes,1081112400.0,2.5,96.0,61.9,86.8,74.3,85.6,59.7,67.2,23.2,12.4,0.0,92.0,2.9,99.4,81,138,58.70,60.97,52.14,68.24,Worse Than National Rate,1,41,2.44,3.85,2.64,5.58,Same As National Rate,13,73,17.81,14.09,9.56,21.03,Same As National Rate,1.13,395
47,458025,5447,2201,77662,4097693414,3,Yes,Yes,Yes,Yes,Yes,Yes,1082840400.0,2.0,98.9,32.0,19.7,32.4,21.4,5.4,21.9,11.4,4.5,1.3,99.4,2.3,100.0,60,141,42.55,47.31,38.72,55.95,Worse Than National Rate,2,21,9.52,4.12,2.84,6.04,Same As National Rate,16,101,15.84,13.64,9.13,19.89,Same As National Rate,1.05,"1,124"
47,458032,5448,2139,78501,9569710224,3,Yes,Yes,Yes,Yes,Yes,Yes,1085086800.0,1.5,87.1,23.6,66.2,58.6,60.6,28.6,37.2,14.2,11.4,1.6,72.7,0.8,97.0,84,150,56.00,57.74,50.62,65.02,Worse Than National Rate,2,39,5.13,3.97,2.70,5.55,Same As National Rate,8,112,7.14,9.67,6.00,15.59,Same As National Rate,0.82,387
47,458041,3125,128,75460,9037379865,3,Yes,Yes,Yes,Yes,Yes,Yes,1081976400.0,4.5,97.7,77.2,89.9,91.8,95.0,90.3,88.0,13.1,11.1,0.2,98.7,1.3,99.2,418,575,72.70,76.22,72.62,79.69,Same As National Rate,3,258,1.16,3.29,2.36,4.65,Same As National Rate,39,304,12.83,12.96,9.97,16.48,Same As National Rate,1.07,"1,261"
47,458056,5449,2202,78114,8303931540,4,Yes,Yes,Yes,Yes,No,Yes,1085346000.0,2.5,89.7,77.5,76.1,84.4,85.2,82.8,50.0,23.3,13.0,0.8,93.4,0.9,99.8,148,182,81.32,82.70,76.48,87.61,Same As National Rate,1,57,1.75,3.73,2.40,5.22,Same As National Rate,2,57,3.51,7.96,4.98,13.30,Same As National Rate,0.91,247
47,458072,165,1084,75652,9036571004,3,Yes,Yes,Yes,Yes,No,No,1087678800.0,3.5,95.4,68.2,86.5,86.0,90.1,88.7,83.2,12.9,13.3,0.2,97.8,1.3,99.5,523,757,69.09,74.28,70.94,77.38,Same As National Rate,17,263,6.46,4.79,3.54,6.49,Same As National Rate,71,432,16.44,15.75,12.96,19.16,Worse Than National Rate,1.05,"2,751"
47,458091,5450,1431,77096,7139811466,3,Yes,Yes,Yes,Yes,Yes,Yes,1088110800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,458125,5451,2169,76109,8178478888,3,Yes,Yes,Yes,Yes,Yes,Yes,1093726800.0,3.0,94.5,70.9,83.2,83.6,86.9,84.0,79.9,16.2,13.6,0.0,98.8,0.8,98.2,443,511,86.69,86.32,83.33,89.27,Better Than National Rate,9,163,5.52,4.30,3.04,6.11,Same As National Rate,15,206,7.28,9.93,6.72,13.89,Same As National Rate,0.86,579
47,458134,5452,2203,78102,3613582468,3,Yes,Yes,Yes,Yes,Yes,Yes,1091998800.0,3.0,96.8,52.9,86.1,83.3,83.0,75.8,77.6,12.0,11.7,0.8,97.0,1.7,99.6,185,256,72.27,75.55,69.80,80.32,Same As National Rate,1,98,1.02,3.52,2.46,5.27,Same As National Rate,9,153,5.88,8.52,5.45,13.00,Same As National Rate,0.92,661
47,458141,2866,2204,77377,2816469900,3,Yes,Yes,Yes,Yes,Yes,Yes,1093467600.0,3.5,98.8,72.2,84.0,86.6,91.2,87.9,79.3,12.9,12.4,0.6,96.4,1.1,99.4,699,"1,109",63.03,70.29,67.44,73.22,Worse Than National Rate,19,448,4.24,3.93,2.91,5.17,Same As National Rate,128,722,17.73,14.44,12.35,16.44,Worse Than National Rate,1.10,"3,043"
47,458148,5453,2204,77375,3468085669,3,Yes,Yes,Yes,No,Yes,No,1093813200.0,4.5,100.0,65.1,92.9,91.9,95.2,93.8,91.2,18.8,12.6,0.2,99.3,1.0,99.8,220,313,70.29,77.35,71.42,82.26,Same As National Rate,7,131,5.34,4.09,2.82,5.62,Same As National Rate,25,183,13.66,11.80,8.48,16.21,Same As National Rate,1.15,469
47,458154,5454,1670,75150,9726812247,3,Yes,Yes,Yes,Yes,Yes,Yes,1094418000.0,3.0,99.3,78.3,73.0,78.7,80.1,85.9,87.0,19.9,13.2,0.2,99.7,0.3,98.6,86,117,73.50,82.20,73.34,89.64,Same As National Rate,2,47,4.26,3.89,2.67,5.50,Same As National Rate,9,59,15.25,12.02,7.86,19.20,Same As National Rate,0.89,162
47,458160,5455,2148,75075,9726335273,3,Yes,Yes,Yes,Yes,Yes,No,1095368400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,458178,5456,2169,76107,8173320400,3,Yes,Yes,Yes,Yes,Yes,Yes,1099083600.0,2.5,99.5,85.1,72.9,74.8,78.9,69.3,74.7,16.7,10.7,0.2,99.5,1.2,99.5,974,"1,347",72.31,75.10,72.85,77.21,Same As National Rate,10,634,1.58,3.25,2.47,4.34,Same As National Rate,95,588,16.16,15.42,13.06,18.14,Worse Than National Rate,1.07,"2,521"
47,458191,5457,2205,79567,3257544141,7,Yes,Yes,Yes,Yes,No,Yes,1099778400.0,2.0,96.3,79.3,63.9,72.6,78.0,38.7,68.5,20.2,12.7,0.0,92.7,0.0,87.8,85,111,76.58,80.24,71.66,87.11,Same As National Rate,4,61,6.56,4.23,2.97,6.22,Same As National Rate,10,56,17.86,13.52,8.33,20.61,Same As National Rate,1.19,214
47,458193,5458,2206,76273,9035649111,3,Yes,Yes,Yes,Yes,Yes,Yes,1096664400.0,4.5,98.4,43.3,89.1,98.4,93.9,90.7,90.9,16.0,9.0,0.3,96.3,1.5,99.9,295,419,70.41,69.56,65.56,73.63,Worse Than National Rate,4,151,2.65,3.89,2.75,5.55,Same As National Rate,26,268,9.70,12.29,8.70,16.56,Same As National Rate,1.00,872
47,458194,5459,2158,76504,2547787000,3,Yes,Yes,Yes,Yes,Yes,Yes,1094331600.0,3.5,98.3,57.0,86.4,86.0,86.5,81.6,87.6,12.6,11.9,1.0,97.7,2.0,94.3,273,382,71.47,78.66,73.87,83.41,Same As National Rate,8,168,4.76,4.04,2.91,5.56,Same As National Rate,46,251,18.33,15.43,12.00,19.32,Worse Than National Rate,1.00,"2,001"
47,458238,5460,2169,76112,8174511404,3,Yes,Yes,Yes,Yes,Yes,Yes,1101679200.0,2.0,99.5,96.1,52.9,63.1,53.5,69.6,60.4,13.2,20.7,0.0,99.0,0.5,100.0,44,88,50.00,54.99,45.24,64.91,Worse Than National Rate,1,31,3.23,3.88,2.49,5.66,Same As National Rate,10,50,20.00,14.03,9.15,21.33,Same As National Rate,1.10,483
47,458244,5461,1413,75670,9039271144,3,Yes,Yes,Yes,Yes,Yes,Yes,1103148000.0,4.5,100.0,81.1,93.3,91.4,93.6,91.1,91.5,15.1,15.9,0.0,98.5,2.0,99.8,206,272,75.74,80.83,75.45,86.05,Same As National Rate,3,121,2.48,3.70,2.61,5.03,Same As National Rate,28,158,17.72,15.03,11.10,20.41,Worse Than National Rate,0.97,924
47,458261,5462,2189,75701,9033639932,3,Yes,Yes,Yes,Yes,Yes,Yes,1104444000.0,2.5,97.1,82.2,76.9,74.6,83.3,71.4,79.1,19.3,27.8,0.0,96.5,0.6,99.4,89,139,64.03,67.23,59.33,73.66,Worse Than National Rate,4,88,4.55,4.17,2.82,6.10,Same As National Rate,6,57,10.53,11.13,6.69,18.93,Same As National Rate,1.10,"1,253"
47,458280,4989,2207,78028,8308953100,1,Yes,Yes,No,No,No,Yes,1106344800.0,4.5,99.5,79.9,100.0,100.0,99.9,89.9,98.1,17.9,15.0,0.2,97.3,1.2,94.8,250,336,74.40,82.00,77.04,86.60,Better Than National Rate,7,146,4.79,4.12,2.93,5.65,Same As National Rate,36,209,17.22,14.31,10.72,18.72,Worse Than National Rate,1.05,853
47,458285,14,985,77469,2813422326,3,Yes,Yes,Yes,Yes,Yes,Yes,1105740000.0,3.0,76.1,68.4,83.5,82.6,87.8,85.9,82.4,12.4,12.3,0.6,94.8,0.4,98.4,"1,216","1,515",80.26,85.31,83.17,87.23,Better Than National Rate,24,664,3.61,3.91,2.89,5.13,Same As National Rate,61,640,9.53,9.14,7.56,11.15,Same As National Rate,1.00,"1,965"
47,458287,5463,1431,77036,7137769333,3,Yes,Yes,Yes,Yes,Yes,Yes,1105048800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,458294,1839,2208,78539,9563819294,3,Yes,Yes,Yes,Yes,Yes,No,1107036000.0,2.0,97.7,82.1,59.0,52.8,55.5,30.8,53.2,11.0,10.7,1.2,66.5,0.4,100.0,120,174,68.97,74.91,67.58,81.74,Same As National Rate,1,63,1.59,3.69,2.45,5.22,Same As National Rate,11,96,11.46,11.12,7.27,16.37,Same As National Rate,0.98,425
47,458302,5464,2068,78589,9567837368,5,Yes,Yes,No,No,Yes,Yes,1108850400.0,1.5,96.2,65.3,55.7,58.9,60.8,46.4,44.6,14.4,8.9,1.1,89.7,0.7,94.5,127,168,75.60,85.75,77.94,91.99,Better Than National Rate,3,97,3.09,3.72,2.61,5.28,Same As National Rate,14,64,21.88,13.80,9.39,19.15,Same As National Rate,1.02,439
47,458306,5465,1431,77054,7135926776,3,Yes,Yes,Yes,Yes,Yes,Yes,1106863200.0,4.0,99.5,89.6,85.9,84.0,91.1,79.8,87.9,8.6,12.1,0.0,99.4,0.5,99.8,300,499,60.12,67.76,63.06,72.18,Worse Than National Rate,8,156,5.13,4.07,2.82,5.55,Same As National Rate,56,349,16.05,13.05,10.32,16.16,Worse Than National Rate,1.11,"2,502"
47,458314,14,2149,79912,9158453300,1,Yes,Yes,Yes,Yes,Yes,Yes,1108850400.0,4.0,86.5,87.4,89.6,90.0,91.6,87.5,95.5,12.2,12.1,0.0,99.1,0.3,88.2,361,546,66.12,68.88,64.71,72.79,Worse Than National Rate,5,195,2.56,3.84,2.71,5.53,Same As National Rate,45,321,14.02,13.48,10.39,17.31,Worse Than National Rate,0.95,"2,952"
47,458324,5466,2209,79529,9406573013,5,Yes,Yes,No,Yes,No,No,1111788000.0,1.5,79.2,63.9,46.6,50.6,49.7,39.0,28.6,12.0,15.8,0.0,97.0,2.0,97.0,64,93,68.82,69.59,59.25,78.09,Same As National Rate,1,36,2.78,3.90,2.70,5.54,Same As National Rate,1,36,2.78,8.62,4.36,14.88,Same As National Rate,0.93,132
47,458337,2414,130,75503,9037934900,3,Yes,Yes,Yes,Yes,Yes,Yes,1111874400.0,2.5,99.7,68.5,78.2,80.1,84.0,73.8,75.1,16.6,9.8,0.0,99.1,0.3,100.0,287,371,77.36,80.42,76.02,83.99,Same As National Rate,2,137,1.46,3.62,2.58,5.26,Same As National Rate,37,217,17.05,16.49,12.64,21.57,Worse Than National Rate,1.01,"1,345"
47,458346,1678,2210,75860,9037231657,1,Yes,Yes,Yes,Yes,Yes,Yes,1112216400.0,4.5,99.6,74.9,89.6,90.3,95.8,86.3,87.2,13.3,18.4,0.0,92.2,1.1,99.3,386,519,74.37,80.11,75.75,83.56,Same As National Rate,2,185,1.08,3.31,2.34,4.66,Same As National Rate,51,315,16.19,14.35,11.53,17.62,Worse Than National Rate,1.07,"1,214"
47,458358,5467,2211,77478,2812388775,5,Yes,Yes,Yes,Yes,No,No,1112302800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,458364,20,2212,79364,8069985340,3,Yes,Yes,Yes,Yes,Yes,Yes,1112994000.0,5.0,100.0,78.2,97.7,98.3,100.0,92.9,98.1,8.5,16.8,0.5,99.6,2.3,100.0,75,113,66.37,72.12,61.42,80.52,Same As National Rate,1,33,3.03,3.84,2.69,5.27,Same As National Rate,8,69,11.59,10.36,6.41,15.29,Same As National Rate,1.11,427
47,458398,5468,18,77340,9362911979,3,Yes,Yes,Yes,Yes,Yes,Yes,1115931600.0,3.5,98.6,83.2,91.2,87.6,92.3,88.6,80.5,18.7,7.7,0.0,99.4,1.6,98.5,378,560,67.50,75.33,70.66,79.15,Same As National Rate,9,200,4.50,4.01,2.87,5.50,Same As National Rate,69,351,19.66,15.58,12.40,19.19,Worse Than National Rate,1.16,"1,598"
47,458399,5469,2213,77566,9798488151,3,Yes,Yes,Yes,Yes,Yes,Yes,1116104400.0,3.5,99.5,50.0,80.5,76.5,86.3,88.6,82.7,13.6,11.6,0.6,99.6,0.1,99.9,168,219,76.71,83.76,78.14,89.05,Better Than National Rate,1,93,1.08,3.52,2.37,4.97,Same As National Rate,23,139,16.55,13.52,9.39,18.34,Same As National Rate,1.12,531
47,458423,5470,29,76384,9405532825,4,Yes,Yes,Yes,Yes,Yes,Yes,1117746000.0,2.5,94.5,54.3,66.6,85.5,74.6,65.3,80.5,22.4,18.4,0.0,53.8,11.0,100.0,43,71,60.56,60.21,48.81,68.84,Worse Than National Rate,1,34,2.94,3.98,2.60,6.15,Same As National Rate,9,45,20.00,16.68,10.14,27.42,Worse Than National Rate,0.92,484
47,458428,5471,2214,76548,2545544049,3,Yes,Yes,Yes,Yes,Yes,Yes,1118005200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,458433,181,2215,75801,9037292201,3,Yes,Yes,Yes,Yes,Yes,Yes,1117659600.0,2.5,97.6,53.8,73.2,79.3,77.9,70.0,67.0,16.1,16.1,0.7,90.8,4.9,99.1,204,378,53.97,57.16,51.97,62.44,Worse Than National Rate,4,87,4.60,4.05,2.77,5.69,Same As National Rate,56,248,22.58,21.83,17.56,26.44,Worse Than National Rate,1.04,"2,310"
47,458444,5379,2143,75231,2148918700,3,Yes,Yes,Yes,Yes,Yes,Yes,1120078800.0,4.0,100.0,59.8,90.8,90.8,89.3,87.1,85.8,14.8,11.4,0.2,99.2,0.6,99.7,"1,540","1,924",80.04,87.37,85.09,89.26,Better Than National Rate,31,"1,106",2.80,3.41,2.63,4.35,Same As National Rate,82,904,9.07,8.28,6.72,9.92,Better Than National Rate,0.96,"2,816"
47,458452,5472,2151,75601,9032368880,3,Yes,Yes,Yes,Yes,Yes,Yes,1120338000.0,3.0,97.7,67.3,74.9,82.7,79.6,70.4,74.0,6.8,17.7,0.0,98.9,1.1,98.9,61,81,75.31,78.35,69.02,86.74,Same As National Rate,1,61,1.64,3.79,2.58,5.42,Same As National Rate,2,35,5.71,8.90,5.12,14.66,Same As National Rate,1.05,420
47,458453,5473,2216,75692,9036872399,3,Yes,Yes,No,No,No,Yes,1120424400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,458496,5474,1431,77077,2818001109,3,Yes,Yes,Yes,Yes,No,Yes,1124312400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459037,5475,2196,78596,9564478886,3,Yes,Yes,Yes,Yes,No,No,1165528800.0,2.0,67.7,28.6,68.7,61.4,78.4,49.5,34.2,6.3,10.0,0.0,90.2,2.0,97.1,80,100,80.00,87.97,77.94,94.99,Better Than National Rate,0,28,0.00,3.65,2.50,5.14,Same As National Rate,3,54,5.56,8.50,5.07,13.47,Same As National Rate,0.68,103
47,459038,5476,2176,75090,9038683648,3,Yes,Yes,Yes,Yes,Yes,Yes,1165010400.0,3.0,90.7,70.8,86.6,86.8,92.4,74.4,88.7,21.5,8.8,0.0,98.4,7.1,100.0,47,76,61.84,67.60,56.69,78.31,Same As National Rate,0,29,0.00,3.74,2.50,5.44,Same As National Rate,7,50,14.00,11.09,6.74,17.96,Same As National Rate,1.14,369
47,459050,5477,1431,77057,2819991943,3,Yes,Yes,Yes,Yes,Yes,Yes,1166306400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459052,5478,2217,78040,9567122156,3,Yes,Yes,Yes,Yes,Yes,Yes,1166392800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459063,1678,128,75460,9037848088,3,Yes,Yes,Yes,Yes,Yes,Yes,1168120800.0,4.0,99.5,71.1,91.0,89.2,96.6,88.1,91.6,19.2,10.8,0.0,99.2,1.8,99.9,311,491,63.34,69.77,65.30,74.39,Worse Than National Rate,3,157,1.91,3.57,2.56,5.06,Same As National Rate,52,295,17.63,15.52,12.28,19.35,Worse Than National Rate,0.98,"2,796"
47,459068,5479,1431,77036,7137763309,3,Yes,Yes,Yes,Yes,Yes,Yes,1168725600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459071,5480,2155,76301,9407664663,3,Yes,No,No,No,No,No,1167948000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459130,5481,2143,75243,9726719393,3,Yes,Yes,No,No,No,Yes,1170540000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459132,5482,2149,79903,9155854553,3,Yes,Yes,Yes,Yes,Yes,Yes,1170885600.0,2.0,56.7,73.7,78.6,53.9,45.5,38.3,58.3,10.3,7.8,0.0,64.7,0.5,100.0,71,96,73.96,77.67,68.33,85.18,Same As National Rate,1,28,3.57,3.87,2.66,5.44,Same As National Rate,3,54,5.56,8.78,5.25,14.24,Same As National Rate,0.78,169
47,459199,5483,2208,78539,9566837677,3,Yes,Yes,Yes,Yes,Yes,Yes,1174168800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459200,5484,2218,78404,3618141669,3,Yes,Yes,Yes,Yes,Yes,Yes,1174773600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459213,5485,1159,76013,8172650066,3,Yes,Yes,Yes,Yes,Yes,Yes,1175461200.0,2.5,99.9,66.5,73.2,75.7,81.3,76.9,65.0,19.4,10.0,0.4,100.0,1.7,99.6,172,229,75.11,78.27,72.21,83.50,Same As National Rate,6,100,6.00,4.34,3.05,5.98,Same As National Rate,29,142,20.42,16.73,12.32,22.46,Worse Than National Rate,1.06,456
47,459238,5361,478,76426,9406836370,3,Yes,Yes,Yes,Yes,Yes,Yes,1175893200.0,4.0,96.0,67.4,90.5,90.6,96.0,90.1,89.0,15.0,12.8,0.3,98.0,1.6,96.2,376,495,75.96,79.42,75.33,83.07,Same As National Rate,8,127,6.30,4.39,3.10,6.47,Same As National Rate,27,273,9.89,10.84,7.52,14.59,Same As National Rate,1.02,"1,323"
47,459246,4864,2165,79701,4325501713,1,Yes,Yes,No,No,No,Yes,1176411600.0,3.5,94.6,78.2,89.1,88.1,90.8,80.8,82.2,-,-,0.3,95.1,1.4,99.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459266,5486,1084,75652,9036574413,3,Yes,Yes,Yes,Yes,Yes,Yes,1178830800.0,2.5,99.9,74.4,74.6,75.6,80.0,70.6,70.7,17.1,15.1,0.5,99.9,2.5,90.9,156,276,56.52,60.96,55.41,66.30,Worse Than National Rate,1,76,1.32,3.67,2.48,5.19,Same As National Rate,40,208,19.23,17.30,13.39,22.11,Worse Than National Rate,1.10,"1,184"
47,459274,5487,1431,77096,2816615900,3,Yes,Yes,Yes,Yes,Yes,Yes,1179781200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459294,5488,2151,75601,9037531000,3,Yes,Yes,Yes,Yes,Yes,Yes,1180731600.0,4.5,99.4,86.9,100.0,96.7,94.7,83.7,90.0,10.6,15.7,0.0,99.7,2.2,96.8,389,486,80.04,84.59,80.85,88.15,Better Than National Rate,7,113,6.19,4.31,3.06,6.22,Same As National Rate,36,298,12.08,12.37,9.34,15.43,Same As National Rate,1.12,"1,156"
47,459298,181,2155,76308,9403221391,1,Yes,Yes,Yes,Yes,Yes,Yes,1181422800.0,4.0,99.1,53.1,90.9,90.5,92.0,85.5,87.4,12.8,16.0,0.2,82.4,1.4,99.6,354,595,59.50,62.77,58.88,66.74,Worse Than National Rate,4,144,2.78,3.87,2.61,5.56,Same As National Rate,62,377,16.45,16.92,13.71,20.79,Worse Than National Rate,0.98,"5,614"
47,459300,5489,2158,76501,2547421884,3,Yes,No,No,No,No,Yes,1181336400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459309,5418,2157,78550,9564234747,3,Yes,Yes,Yes,Yes,Yes,Yes,1181941200.0,4.5,100.0,100.0,100.0,100.0,100.0,91.9,100.0,20.7,14.3,0.1,99.9,0.0,100.0,176,279,63.08,71.63,65.51,77.25,Same As National Rate,3,108,2.78,3.74,2.61,5.29,Same As National Rate,33,149,22.15,18.52,14.02,24.20,Worse Than National Rate,0.94,"1,186"
47,459310,5490,1431,77074,7137770778,3,Yes,Yes,Yes,Yes,Yes,Yes,1182027600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459311,5491,2139,78504,9566310012,3,Yes,Yes,Yes,Yes,No,Yes,1182632400.0,3.5,98.2,60.0,92.2,87.7,87.6,46.2,66.3,9.9,7.2,1.9,96.5,1.8,86.0,69,86,80.23,85.86,76.32,93.55,Same As National Rate,0,28,0.00,3.70,2.47,5.22,Same As National Rate,3,48,6.25,8.91,5.22,15.65,Same As National Rate,1.29,161
47,459317,5492,2144,75043,9729264558,3,Yes,Yes,Yes,Yes,Yes,Yes,1182373200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459319,5493,2191,78332,3616643484,3,Yes,Yes,Yes,Yes,Yes,Yes,1181509200.0,3.0,99.8,73.5,82.9,78.6,82.7,76.7,82.9,-,-,0.0,99.9,0.1,98.6,120,237,50.63,60.64,53.41,68.46,Worse Than National Rate,8,79,10.13,4.49,3.21,6.32,Same As National Rate,3,28,10.71,10.44,5.67,17.93,Same As National Rate,0.88,"1,536"
47,459323,5494,2219,75116,9722839499,3,Yes,Yes,Yes,Yes,No,Yes,1182718800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459371,15,2220,76801,3256435525,4,Yes,Yes,No,No,Yes,No,1185483600.0,4.5,100.0,87.0,88.8,90.3,94.9,90.6,89.1,14.1,15.6,0.5,99.3,3.0,98.2,355,463,76.67,79.44,75.73,83.29,Same As National Rate,2,107,1.87,3.61,2.55,5.06,Same As National Rate,16,256,6.25,8.28,5.45,11.87,Same As National Rate,0.96,"1,019"
47,459375,5495,2195,77702,4098385151,3,Yes,Yes,Yes,Yes,Yes,Yes,1185570000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459377,5496,2221,78852,8307731014,3,Yes,Yes,Yes,Yes,Yes,Yes,1187470800.0,3.5,99.5,79.8,82.7,82.7,86.9,85.8,83.3,14.4,21.4,0.0,100.0,0.7,91.9,226,337,67.06,75.42,69.59,80.21,Same As National Rate,3,79,3.80,3.75,2.70,5.25,Same As National Rate,25,189,13.23,11.13,8.01,14.37,Same As National Rate,0.96,"1,477"
47,459381,27,2176,75092,9038133238,3,Yes,Yes,Yes,Yes,Yes,Yes,1187211600.0,3.5,96.8,61.9,82.6,81.9,87.8,80.6,89.6,15.5,11.0,0.0,92.8,2.4,99.5,260,357,72.83,79.20,74.53,83.42,Same As National Rate,6,165,3.64,4.02,2.79,5.61,Same As National Rate,22,176,12.50,10.52,7.50,14.23,Same As National Rate,1.20,798
47,459406,5497,1431,77008,7136477036,3,Yes,Yes,Yes,Yes,Yes,Yes,1188680400.0,3.5,95.9,65.1,83.2,95.1,85.4,86.3,93.1,15.0,10.4,0.8,93.5,0.2,100.0,267,393,67.94,72.79,67.87,77.25,Same As National Rate,5,171,2.92,3.70,2.63,5.15,Same As National Rate,44,254,17.32,15.18,12.09,19.23,Worse Than National Rate,1.02,"1,005"
47,459424,5498,2222,78119,8305834558,4,Yes,Yes,Yes,Yes,No,Yes,1223672400.0,3.0,98.9,70.9,68.4,76.4,79.3,94.2,63.5,12.4,16.2,0.9,91.4,0.5,100.0,134,159,84.28,88.35,82.41,93.42,Better Than National Rate,2,76,2.63,3.71,2.55,5.38,Same As National Rate,5,75,6.67,8.94,5.36,14.19,Same As National Rate,0.99,181
47,459426,5499,2163,79119,8064671156,3,Yes,Yes,Yes,Yes,Yes,Yes,1224277200.0,4.0,99.5,79.9,90.1,86.2,93.3,88.0,86.1,12.1,12.5,0.2,99.4,1.4,99.9,655,842,77.79,84.57,82.00,87.65,Better Than National Rate,8,402,1.99,3.19,2.41,4.36,Same As National Rate,50,515,9.71,9.27,7.41,11.54,Same As National Rate,1.05,"1,457"
